GENDER,AGE,EDUCATION,JOBROLE,DEPARTMENT,DISTANCEFROMHOME (KM),ATTRITION,BUSINESSTRAVEL,MONTHLYRATE,PERFORMANCERATING,TOTALWORKINGYEARS,YEARSATCOMPANY,YEARSINCURRENTROLE,YEARSSINCELASTPROMOTION,YEARSWITHCURRMANAGER
Female,32,2,Research Scientist,Research & Development,8,0,Rarely,22162,3,9,5,3,1,3
Female,52,4,Manufacturing Director,Research & Development,25,0,Frequently,19028,4,31,9,8,0,0
Male,37,4,Sales Executive,Sales,16,0,Rarely,24558,3,9,1,0,0,0
Male,28,2,Human Resources,Human Resources,8,0,Rarely,23965,3,6,5,1,0,4
Male,22,2,Manufacturing Director,Research & Development,1,0,Rarely,19146,4,4,2,2,2,2
Male,44,4,Laboratory Technician,Research & Development,8,0,Rarely,5044,4,10,3,2,0,2
Male,42,1,Research Scientist,Research & Development,2,0,Frequently,9068,3,8,2,1,2,2
Male,36,3,Human Resources,Human Resources,8,0,Rarely,8635,4,6,5,4,0,3
Male,25,1,Sales Executive,Sales,3,0,Rarely,14363,3,5,5,3,0,3
Female,35,3,Manufacturing Director,Research & Development,9,0,Rarely,23457,4,17,17,14,5,15
Female,35,4,Research Scientist,Research & Development,25,1,Frequently,16612,3,10,10,2,7,8
Male,32,3,Laboratory Technician,Research & Development,1,0,Non-Travel,9148,3,4,3,0,0,2
Male,25,1,Sales Executive,Sales,4,0,Rarely,18154,3,5,5,2,0,3
Female,49,3,Research Scientist,Research & Development,1,0,Rarely,10554,3,7,4,2,0,2
Male,24,1,Laboratory Technician,Research & Development,4,0,Non-Travel,10778,3,6,5,2,3,4
Male,32,2,Sales Executive,Sales,5,0,Frequently,8891,3,10,10,8,5,3
Male,38,3,Sales Representative,Sales,9,0,Rarely,12102,3,3,2,2,1,2
Female,42,3,Laboratory Technician,Research & Development,3,0,Rarely,23726,3,17,5,3,1,3
Male,31,4,Research Scientist,Research & Development,11,0,Rarely,14871,3,8,6,4,0,2
Female,29,3,Sales Representative,Sales,1,1,Rarely,23522,3,5,3,2,0,2
Male,53,3,Sales Executive,Sales,8,0,Rarely,22789,3,28,2,0,2,2
Male,35,3,Manufacturing Director,Research & Development,25,0,Rarely,9129,3,16,13,10,4,8
Female,37,2,Sales Representative,Sales,21,0,Frequently,21222,3,10,5,4,0,0
Female,53,4,Research Director,Research & Development,23,0,Rarely,20206,3,33,12,9,3,8
Female,43,3,Healthcare Representative,Research & Development,1,0,Frequently,21782,3,12,5,2,2,2
Female,47,2,Sales Executive,Sales,2,0,Rarely,17783,4,8,7,6,7,7
Male,37,2,Sales Executive,Sales,19,0,Non-Travel,4814,3,10,10,0,0,9
Male,50,4,Manager,Research & Development,2,0,Non-Travel,4544,3,31,31,6,14,7
Female,39,3,Human Resources,Human Resources,2,0,Rarely,7790,3,13,5,4,0,4
Male,33,2,Human Resources,Human Resources,3,0,Rarely,22650,3,7,4,3,0,3
Male,32,4,Laboratory Technician,Research & Development,25,1,Rarely,18016,4,1,1,0,0,1
Female,29,1,Laboratory Technician,Research & Development,7,0,Rarely,6054,3,8,4,3,0,3
Male,44,2,Research Scientist,Research & Development,9,0,Rarely,7508,3,8,8,7,7,1
Male,28,4,Sales Executive,Sales,5,0,Rarely,24252,3,4,4,2,0,2
Male,58,1,Laboratory Technician,Research & Development,2,1,Frequently,13384,3,3,1,0,0,0
Female,43,3,Manufacturing Director,Research & Development,8,0,Rarely,23814,4,4,1,0,0,0
Female,20,3,Sales Representative,Sales,2,1,Rarely,22052,3,2,2,2,0,2
Female,21,1,Research Scientist,Research & Development,18,1,Rarely,8870,3,1,1,0,0,0
Male,36,1,Healthcare Representative,Research & Development,14,0,Rarely,4821,3,17,16,8,4,11
Female,47,4,Sales Representative,Sales,2,0,Rarely,13137,3,3,3,2,1,2
Female,22,1,Manufacturing Director,Research & Development,3,1,Rarely,10022,3,4,3,2,0,2
Female,41,4,Laboratory Technician,Research & Development,2,1,Rarely,17725,3,10,7,7,1,0
Female,28,3,Research Scientist,Research & Development,9,0,Rarely,9834,3,6,2,2,2,2
Male,39,3,Laboratory Technician,Research & Development,6,1,Rarely,4303,4,8,2,2,2,2
Female,27,3,Research Scientist,Research & Development,4,0,Rarely,17808,3,1,1,1,0,0
Male,34,3,Laboratory Technician,Research & Development,10,0,Rarely,6896,3,1,1,0,1,0
Female,42,2,Sales Executive,Sales,14,0,Rarely,7824,3,10,5,4,0,3
Male,33,4,Research Scientist,Research & Development,1,0,Rarely,3339,3,6,3,2,0,2
Female,58,3,Healthcare Representative,Research & Development,5,0,Rarely,9255,3,24,6,0,0,4
Male,31,4,Sales Representative,Sales,7,0,Rarely,11737,3,13,7,7,5,2
Female,35,1,Healthcare Representative,Research & Development,21,0,Rarely,19170,4,10,10,6,0,7
Female,49,2,Laboratory Technician,Research & Development,8,0,Rarely,22477,3,29,26,9,1,7
Male,48,4,Research Scientist,Research & Development,20,0,Rarely,5543,3,13,0,0,0,0
Female,31,2,Sales Executive,Sales,20,0,Non-Travel,24406,3,9,9,8,0,0
Male,36,4,Research Scientist,Research & Development,7,0,Rarely,23293,3,8,6,2,0,1
Female,38,3,Research Director,Research & Development,1,0,Rarely,16292,3,15,15,12,5,11
Female,32,3,Laboratory Technician,Research & Development,1,0,Non-Travel,3974,4,5,3,0,0,2
Male,25,2,Sales Representative,Sales,19,1,Rarely,18798,3,1,1,0,0,0
Male,40,4,Sales Executive,Sales,10,0,Rarely,20652,3,11,1,0,0,0
Male,26,3,Sales Executive,Sales,1,0,Frequently,11148,3,7,7,7,0,7
Male,41,3,Laboratory Technician,Research & Development,6,0,Rarely,3119,3,20,18,13,2,17
Male,36,4,Laboratory Technician,Research & Development,2,0,Rarely,12287,4,16,11,8,3,9
Male,19,3,Sales Representative,Sales,21,1,Rarely,9947,3,1,1,0,0,0
Male,20,3,Laboratory Technician,Research & Development,4,1,Rarely,13008,3,1,1,0,0,0
Female,31,3,Healthcare Representative,Research & Development,12,0,Rarely,17369,3,10,9,7,8,5
Male,40,4,Research Scientist,Research & Development,9,0,Frequently,25063,3,3,1,1,0,0
Female,32,4,Manufacturing Director,Research & Development,3,0,Rarely,13554,3,8,8,7,6,3
Male,36,1,Sales Executive,Sales,3,1,Rarely,5518,3,16,16,7,3,7
Female,33,3,Healthcare Representative,Research & Development,1,0,Rarely,12291,3,6,5,0,1,4
Male,37,4,Sales Executive,Sales,1,1,Rarely,14922,3,17,14,1,11,7
Male,45,2,Laboratory Technician,Research & Development,4,0,Non-Travel,23163,3,9,9,7,0,8
Female,29,3,Sales Representative,Sales,20,0,Frequently,18203,3,3,3,1,0,2
Female,35,3,Sales Executive,Sales,18,0,Rarely,6179,3,5,5,2,1,0
Male,52,2,Manager,Research & Development,1,0,Rarely,13829,3,26,9,8,7,8
Male,58,3,Research Scientist,Research & Development,2,1,Rarely,26227,4,7,1,0,0,0
Male,53,2,Manager,Sales,2,0,Rarely,13938,3,22,17,13,15,2
Male,30,2,Sales Executive,Sales,8,0,Rarely,9977,3,10,8,4,7,7
Female,38,3,Sales Executive,Sales,10,0,Non-Travel,19899,3,6,5,3,1,3
Male,35,4,Sales Executive,Sales,3,0,Rarely,6812,3,12,10,9,0,8
Male,39,5,Sales Executive,Sales,2,0,Rarely,2560,3,9,8,7,0,7
Female,40,3,Sales Executive,Sales,24,1,Non-Travel,17071,3,22,1,0,0,0
Male,47,4,Manufacturing Director,Research & Development,16,0,Frequently,6759,3,20,19,10,2,7
Male,36,4,Sales Executive,Sales,8,0,Non-Travel,25952,3,12,7,7,0,7
Male,31,2,Research Scientist,Research & Development,9,1,Non-Travel,10322,4,4,3,2,1,2
Male,33,3,Manager,Sales,17,0,Non-Travel,20489,3,10,10,8,6,0
Female,29,3,Research Scientist,Research & Development,10,1,Rarely,11479,4,3,0,0,0,0
Female,33,1,Research Scientist,Research & Development,13,0,Rarely,17241,3,5,3,2,0,2
Female,45,4,Laboratory Technician,Research & Development,1,0,Rarely,11005,3,8,5,3,0,2
Male,50,2,Research Director,Research & Development,1,0,Rarely,6615,4,32,5,4,1,3
Female,33,4,Healthcare Representative,Research & Development,1,0,Frequently,20161,3,6,6,5,1,2
Male,41,3,Research Director,Research & Development,9,0,Frequently,3735,3,21,18,16,0,11
Female,27,4,Laboratory Technician,Research & Development,16,0,Rarely,12086,3,4,2,2,2,2
Male,45,2,Laboratory Technician,Research & Development,23,0,Non-Travel,14039,3,9,9,8,0,8
Female,47,2,Sales Executive,Sales,4,0,Rarely,8571,3,9,9,0,0,7
Female,30,3,Research Scientist,Research & Development,22,1,Rarely,11539,3,7,5,2,0,1
Male,50,3,Manufacturing Director,Research & Development,24,0,Rarely,4161,3,22,12,11,1,5
Male,38,1,Research Scientist,Research & Development,10,0,Frequently,12127,3,3,2,1,0,2
Male,46,2,Manufacturing Director,Research & Development,7,0,Rarely,24208,3,13,8,7,0,7
Female,24,1,Manufacturing Director,Research & Development,17,0,Rarely,24117,3,5,4,2,3,2
Male,35,4,Laboratory Technician,Research & Development,14,1,Rarely,10074,4,5,4,2,0,2
Female,31,1,Manufacturing Director,Research & Development,1,0,Frequently,11275,3,4,4,3,0,3
Male,18,2,Research Scientist,Research & Development,5,0,Non-Travel,13493,3,0,0,0,0,0
Female,54,3,Manufacturing Director,Research & Development,17,0,Rarely,13943,3,22,10,7,0,8
Female,35,4,Healthcare Representative,Research & Development,25,0,Rarely,6975,3,16,16,10,10,1
Female,30,2,Research Director,Research & Development,8,0,Rarely,17802,3,9,8,7,1,7
Female,20,3,Research Scientist,Research & Development,11,1,Rarely,18275,3,1,1,0,0,0
Female,30,3,Laboratory Technician,Research & Development,5,1,Frequently,25725,3,4,3,2,1,2
Male,26,2,Manufacturing Director,Research & Development,2,0,Rarely,3334,3,8,8,7,1,3
Male,22,1,Laboratory Technician,Research & Development,8,0,Rarely,6881,3,4,4,3,1,1
Male,48,3,Healthcare Representative,Research & Development,6,0,Rarely,13119,3,19,2,2,2,2
Male,48,4,Healthcare Representative,Research & Development,4,0,Rarely,22245,3,27,15,11,4,8
Female,41,2,Manufacturing Director,Research & Development,7,0,Rarely,23371,3,8,2,2,2,1
Female,39,1,Manufacturing Director,Research & Development,1,0,Rarely,7060,3,21,21,6,11,8
Female,27,4,Manufacturing Director,Research & Development,2,0,Rarely,4658,3,4,3,2,2,2
Male,35,3,Laboratory Technician,Research & Development,10,0,Rarely,9541,4,3,3,2,1,2
Male,42,2,Manager,Sales,5,0,Rarely,7770,3,21,1,0,0,0
Male,50,3,Laboratory Technician,Research & Development,9,0,Rarely,20165,3,8,1,0,0,0
Female,59,3,Manufacturing Director,Research & Development,2,0,Rarely,21829,3,30,5,3,4,3
Female,37,2,Healthcare Representative,Research & Development,11,1,Rarely,14382,3,15,1,0,0,0
Male,55,4,Healthcare Representative,Research & Development,18,0,Frequently,12992,3,17,8,7,6,7
Female,41,1,Research Director,Research & Development,7,0,Non-Travel,20284,4,21,21,16,5,10
Male,38,4,Sales Executive,Sales,3,0,Rarely,4981,3,19,1,0,0,0
Male,26,2,Sales Executive,Sales,29,1,Non-Travel,21813,3,7,2,2,2,2
Female,52,1,Manager,Sales,2,1,Rarely,25846,3,33,32,14,6,9
Female,44,3,Sales Executive,Sales,28,0,Rarely,11737,3,23,12,11,11,11
Female,50,3,Sales Executive,Sales,1,0,Non-Travel,24920,3,19,18,7,0,13
Female,36,4,Laboratory Technician,Research & Development,16,1,Rarely,8269,3,18,17,13,15,14
Female,39,3,Manufacturing Director,Research & Development,22,0,Frequently,5083,3,21,21,6,2,8
Female,33,1,Sales Representative,Sales,8,0,Non-Travel,21437,3,3,2,2,2,2
Female,45,2,Manager,Sales,11,0,Rarely,5404,3,26,9,3,1,1
Female,32,4,Laboratory Technician,Research & Development,29,0,Non-Travel,11135,3,10,8,7,7,7
Male,34,4,Sales Executive,Sales,1,0,Rarely,12278,3,16,15,1,0,9
Male,59,2,Manager,Sales,1,0,Rarely,11038,3,14,6,4,0,4
Male,45,4,Human Resources,Human Resources,24,0,Rarely,8318,3,6,6,3,0,4
Female,53,3,Sales Executive,Sales,2,0,Frequently,23537,3,30,15,7,6,12
Male,36,3,Laboratory Technician,Research & Development,15,1,Rarely,7858,3,9,1,0,0,0
Male,26,3,Research Scientist,Research & Development,2,1,Frequently,15346,3,6,3,2,1,2
Female,34,4,Sales Representative,Sales,10,0,Rarely,18410,3,1,1,1,0,0
Male,28,1,Sales Representative,Sales,10,0,Rarely,23384,4,1,1,0,0,0
Male,38,4,Research Scientist,Research & Development,3,0,Frequently,2997,3,8,2,2,2,2
Male,50,4,Research Director,Research & Development,2,0,Rarely,12853,3,29,8,1,7,7
Female,37,3,Healthcare Representative,Research & Development,3,0,Rarely,13848,3,8,4,3,0,1
Male,40,3,Sales Executive,Sales,26,0,Rarely,22217,3,8,7,7,7,5
Female,26,1,Research Scientist,Research & Development,1,0,Frequently,25265,3,5,5,3,1,3
Male,46,4,Research Director,Research & Development,1,0,Rarely,21445,3,23,2,2,2,2
Female,54,4,Sales Executive,Sales,2,0,Rarely,8392,3,13,9,4,7,0
Female,56,3,Research Scientist,Research & Development,9,0,Frequently,12154,3,18,5,4,0,3
Female,36,5,Manufacturing Director,Research & Development,12,0,Rarely,15669,3,15,14,8,7,8
Male,55,1,Manager,Research & Development,2,0,Non-Travel,17323,3,31,9,7,6,2
Male,43,3,Sales Executive,Sales,25,0,Rarely,5268,3,18,1,0,0,0
Female,20,3,Sales Representative,Sales,9,1,Frequently,17205,3,2,2,2,0,2
Female,21,3,Laboratory Technician,Research & Development,10,1,Rarely,17258,3,1,1,0,1,0
Female,46,4,Research Scientist,Research & Development,8,0,Rarely,21029,4,19,16,13,1,7
Male,51,4,Research Scientist,Research & Development,4,1,Rarely,10332,3,18,10,0,2,7
Male,28,2,Healthcare Representative,Research & Development,24,1,Non-Travel,12355,3,10,10,7,1,9
Male,26,2,Laboratory Technician,Research & Development,1,0,Rarely,11141,3,6,5,3,1,3
Male,30,3,Manufacturing Director,Research & Development,20,0,Rarely,9096,3,7,6,2,0,2
Female,41,2,Research Scientist,Research & Development,7,0,Rarely,18863,3,10,10,6,0,8
Female,38,1,Healthcare Representative,Research & Development,17,0,Rarely,24608,3,20,19,9,1,9
Male,40,4,Healthcare Representative,Research & Development,20,0,Rarely,26542,4,14,11,10,11,1
Male,27,5,Laboratory Technician,Research & Development,8,0,Non-Travel,5869,3,3,3,2,1,2
Male,55,1,Manufacturing Director,Research & Development,2,0,Frequently,15813,3,23,3,2,1,2
Female,28,3,Research Scientist,Research & Development,10,0,Rarely,7909,3,10,8,7,1,7
Male,44,2,Human Resources,Human Resources,1,1,Rarely,2326,3,24,20,6,3,6
Male,33,3,Healthcare Representative,Research & Development,5,0,Rarely,21214,3,9,3,2,1,2
Male,35,3,Sales Executive,Sales,4,1,Rarely,10333,4,9,8,7,4,7
Female,33,4,Research Scientist,Research & Development,29,1,Frequently,3129,4,14,13,7,3,8
Male,28,2,Laboratory Technician,Research & Development,15,0,Rarely,22482,3,4,4,2,2,2
Male,34,1,Healthcare Representative,Research & Development,3,0,Frequently,22266,3,7,6,2,0,4
Female,37,4,Sales Executive,Sales,10,0,Rarely,24223,3,8,1,0,0,0
Male,25,1,Laboratory Technician,Research & Development,4,1,Rarely,4605,3,7,7,7,5,6
Male,26,3,Laboratory Technician,Research & Development,21,1,Rarely,19373,4,1,1,1,0,0
Male,33,3,Research Scientist,Research & Development,25,1,Rarely,2993,4,5,2,2,2,2
Male,42,2,Manager,Research & Development,2,0,Rarely,14399,3,23,22,6,13,7
Male,28,3,Laboratory Technician,Research & Development,1,1,Frequently,7160,3,1,1,0,0,0
Male,50,4,Sales Executive,Sales,1,1,Frequently,17251,3,5,0,0,0,0
Female,33,3,Sales Executive,Sales,7,0,Frequently,13401,3,4,3,2,0,2
Male,34,4,Research Scientist,Research & Development,3,0,Non-Travel,22478,3,6,0,0,0,0
Male,48,4,Manager,Research & Development,1,0,Non-Travel,16154,4,27,5,4,2,1
Female,45,4,Sales Executive,Sales,9,0,Non-Travel,17970,3,15,15,10,4,12
Male,52,4,Healthcare Representative,Research & Development,7,0,Rarely,15322,3,18,8,6,4,0
Male,38,4,Sales Executive,Sales,10,0,Rarely,5569,3,9,8,7,2,7
Female,29,4,Research Scientist,Research & Development,28,0,Rarely,26968,4,11,7,5,1,7
Female,28,3,Manufacturing Director,Research & Development,3,0,Rarely,8039,3,10,9,7,1,7
Male,46,1,Manager,Sales,3,0,Rarely,15596,3,23,12,9,4,9
Male,38,2,Sales Executive,Sales,2,0,Rarely,20619,3,10,1,0,0,0
Female,43,3,Manufacturing Director,Research & Development,27,0,Frequently,11535,3,18,8,7,0,1
Male,39,3,Healthcare Representative,Research & Development,2,1,Frequently,13547,3,21,18,7,11,5
Male,40,3,Research Director,Research & Development,14,0,Rarely,17544,3,21,20,7,4,9
Female,21,1,Research Scientist,Research & Development,1,0,Rarely,25326,3,2,2,2,2,2
Male,39,3,Laboratory Technician,Research & Development,9,0,Non-Travel,8770,3,9,5,4,0,3
Male,36,4,Manufacturing Director,Research & Development,18,0,Non-Travel,23238,4,18,11,9,0,9
Male,31,3,Sales Representative,Sales,20,0,Frequently,21981,3,3,2,2,2,2
Male,28,1,Research Scientist,Research & Development,2,0,Rarely,19911,3,6,5,3,0,4
Male,35,2,Sales Executive,Sales,11,0,Frequently,18500,3,5,5,2,0,2
Male,49,4,Sales Executive,Sales,8,0,Rarely,11879,3,22,9,8,2,3
Male,34,2,Manufacturing Director,Research & Development,2,0,Frequently,15834,3,5,3,2,0,2
Female,29,3,Research Scientist,Research & Development,10,0,Frequently,17940,3,8,7,5,1,1
Male,42,3,Laboratory Technician,Research & Development,29,0,Rarely,9558,3,16,1,0,0,0
Male,29,1,Manufacturing Director,Research & Development,8,0,Rarely,17689,3,10,10,7,1,2
Male,38,3,Human Resources,Human Resources,1,0,Rarely,6004,3,7,7,6,5,0
Male,28,3,Research Scientist,Research & Development,6,0,Frequently,22088,3,3,3,1,0,2
Male,18,1,Laboratory Technician,Research & Development,8,1,Non-Travel,13556,3,0,0,0,0,0
Female,33,4,Sales Executive,Sales,9,1,Rarely,18385,3,6,5,2,0,3
Male,41,4,Laboratory Technician,Research & Development,12,0,Rarely,9051,3,6,1,0,0,0
Male,31,3,Laboratory Technician,Research & Development,15,1,Frequently,6233,3,2,2,2,2,2
Female,37,2,Healthcare Representative,Research & Development,25,0,Rarely,17171,3,9,6,2,1,3
Male,27,3,Research Scientist,Research & Development,6,0,Rarely,7950,3,4,4,2,2,2
Female,34,1,Sales Executive,Sales,9,0,Rarely,5829,4,6,6,5,1,3
Male,35,4,Human Resources,Human Resources,8,0,Rarely,7108,3,6,5,4,1,4
Female,29,1,Sales Executive,Sales,23,1,Rarely,11162,3,11,11,8,3,10
Female,40,4,Research Director,Research & Development,9,0,Frequently,13782,3,20,18,7,2,13
Male,42,3,Sales Executive,Sales,12,1,Frequently,2447,3,22,21,9,13,14
Male,42,4,Sales Executive,Sales,4,0,Rarely,2253,3,9,6,4,1,5
Male,35,4,Laboratory Technician,Research & Development,1,0,Rarely,16340,3,10,8,0,1,7
Male,24,3,Laboratory Technician,Research & Development,24,0,Rarely,6409,4,6,4,3,1,2
Female,28,1,Laboratory Technician,Research & Development,12,1,Rarely,22955,3,1,1,1,0,0
Male,26,4,Laboratory Technician,Research & Development,3,0,Rarely,13421,4,8,8,7,0,7
Male,30,3,Sales Executive,Sales,10,0,Rarely,2706,3,10,10,3,1,4
Female,40,2,Research Scientist,Research & Development,26,0,Frequently,21203,3,16,1,1,0,0
Male,35,3,Manufacturing Director,Research & Development,2,0,Rarely,19588,3,15,7,7,6,4
Male,34,3,Healthcare Representative,Research & Development,1,0,Frequently,25755,4,14,13,9,4,9
Male,35,4,Laboratory Technician,Research & Development,4,0,Frequently,26537,3,2,2,2,2,2
Female,43,3,Sales Executive,Sales,9,1,Rarely,9489,3,7,4,3,1,3
Female,32,1,Sales Representative,Sales,2,0,Non-Travel,14947,3,1,1,0,0,0
Female,56,4,Manager,Research & Development,4,0,Rarely,18575,3,28,5,2,4,2
Female,29,1,Laboratory Technician,Research & Development,6,0,Rarely,26342,3,10,10,8,0,8
Male,19,2,Research Scientist,Research & Development,9,0,Rarely,7172,4,1,1,1,0,0
Female,45,3,Research Scientist,Research & Development,7,0,Rarely,20100,3,7,3,2,0,2
Female,37,3,Manufacturing Director,Research & Development,1,0,Rarely,9961,3,14,14,8,3,11
Male,20,3,Laboratory Technician,Research & Development,3,0,Rarely,12828,3,2,2,2,1,2
Male,44,4,Research Scientist,Research & Development,10,1,Rarely,10826,3,6,6,4,0,2
Female,53,2,Manager,Research & Development,7,0,Rarely,18640,3,26,7,7,4,7
Female,29,1,Research Scientist,Research & Development,15,0,Rarely,26933,3,6,5,4,1,3
Male,22,4,Research Scientist,Research & Development,3,1,Frequently,4223,3,1,0,0,0,0
Female,46,3,Manager,Sales,2,0,Rarely,24097,4,28,26,15,15,9
Male,44,3,Research Scientist,Research & Development,17,0,Non-Travel,4279,3,6,0,0,0,0
Male,33,3,Human Resources,Human Resources,2,0,Rarely,8429,3,5,5,4,1,4
Male,41,2,Research Scientist,Research & Development,5,1,Non-Travel,20293,3,5,1,0,0,0
Male,30,4,Sales Executive,Sales,29,0,Rarely,13192,3,8,4,3,0,3
Male,40,4,Sales Executive,Sales,2,0,Frequently,25440,3,5,0,0,0,0
Female,50,3,Manager,Research & Development,2,0,Frequently,9490,4,32,2,2,2,2
Male,28,4,Laboratory Technician,Research & Development,19,0,Rarely,12449,3,6,6,5,3,3
Male,46,2,Research Director,Research & Development,15,0,Rarely,10849,3,25,4,2,0,3
Male,35,4,Sales Executive,Sales,17,0,Rarely,21026,3,15,7,7,1,7
Female,24,2,Laboratory Technician,Research & Development,17,1,Rarely,3372,3,1,1,0,0,0
Female,33,3,Sales Executive,Sales,25,0,Frequently,4905,3,10,10,7,0,1
Male,36,4,Laboratory Technician,Research & Development,6,0,Rarely,6865,3,7,7,7,1,7
Male,30,4,Laboratory Technician,Research & Development,7,0,Rarely,11309,3,10,10,7,8,9
Male,44,4,Research Scientist,Research & Development,29,0,Rarely,7744,4,20,20,11,13,17
Male,20,3,Sales Representative,Sales,21,0,Rarely,5050,3,2,2,1,2,2
Male,46,4,Manufacturing Director,Research & Development,2,0,Rarely,17433,3,12,6,3,1,4
Male,42,5,Human Resources,Human Resources,2,0,Non-Travel,12858,3,10,4,3,0,3
Male,60,4,Sales Executive,Sales,7,0,Rarely,10893,3,12,11,7,1,9
Female,32,3,Laboratory Technician,Research & Development,13,0,Frequently,7331,4,2,2,2,2,2
Female,32,2,Research Scientist,Research & Development,2,0,Frequently,2338,3,10,8,7,0,7
Female,36,3,Manufacturing Director,Research & Development,1,0,Rarely,4235,4,17,7,7,7,7
Male,33,3,Research Scientist,Research & Development,9,0,Rarely,6311,3,15,14,10,4,10
Female,40,3,Sales Executive,Sales,10,0,Rarely,11591,3,7,5,1,1,3
Male,25,4,Sales Executive,Sales,10,0,Rarely,20623,3,5,4,3,1,1
Male,30,3,Research Scientist,Research & Development,1,0,Rarely,9369,4,12,11,9,5,7
Female,42,5,Research Director,Research & Development,26,0,Frequently,23281,3,20,1,0,0,0
Female,35,2,Sales Executive,Sales,8,0,Non-Travel,13755,3,16,13,2,4,12
Male,27,3,Research Scientist,Research & Development,14,0,Rarely,14377,3,9,9,7,6,8
Female,54,4,Manufacturing Director,Research & Development,1,0,Frequently,9659,3,33,5,4,1,4
Female,44,1,Research Scientist,Research & Development,2,0,Rarely,19982,3,10,10,5,7,7
Female,19,3,Research Scientist,Research & Development,10,1,Non-Travel,6148,4,1,1,1,0,0
Female,29,3,Research Scientist,Research & Development,1,0,Rarely,5598,3,3,3,2,1,2
Male,54,3,Research Director,Research & Development,3,0,Rarely,23474,3,36,10,9,0,9
Male,31,2,Healthcare Representative,Research & Development,11,0,Rarely,17089,3,6,6,5,0,1
Female,31,3,Healthcare Representative,Research & Development,24,0,Rarely,17198,3,10,10,9,1,8
Female,59,3,Sales Executive,Sales,3,0,Rarely,16490,3,13,6,1,0,5
Male,43,3,Research Director,Research & Development,3,0,Rarely,18625,3,25,8,7,0,7
Male,49,2,Manager,Research & Development,4,0,Rarely,12124,3,23,1,0,0,0
Male,36,3,Research Scientist,Research & Development,3,0,Frequently,9256,3,12,11,10,0,7
Male,48,2,Laboratory Technician,Research & Development,2,0,Rarely,16620,3,7,1,0,0,0
Male,27,2,Research Scientist,Research & Development,4,0,Rarely,3208,3,5,5,3,0,3
Male,29,3,Healthcare Representative,Research & Development,7,0,Rarely,4204,3,6,6,0,1,0
Male,48,3,Research Director,Research & Development,1,0,Rarely,8733,3,25,1,0,0,0
Female,29,3,Research Director,Research & Development,1,0,Rarely,3423,3,9,7,7,1,7
Female,34,3,Research Scientist,Research & Development,20,0,Rarely,21643,3,2,1,0,0,0
Male,44,3,Manager,Sales,5,0,Rarely,8751,3,26,22,9,3,10
Male,33,5,Sales Executive,Sales,10,0,Rarely,21708,3,10,9,8,0,8
Female,19,3,Research Scientist,Research & Development,25,0,Rarely,21221,3,1,1,0,0,1
Male,23,2,Research Scientist,Research & Development,1,0,Rarely,16901,4,1,1,0,0,1
Male,25,1,Sales Representative,Sales,24,1,Frequently,8040,3,1,1,0,1,0
Male,26,2,Research Scientist,Research & Development,4,0,Rarely,9973,4,8,8,5,2,2
Female,45,3,Manager,Sales,2,1,Rarely,2493,3,26,24,10,1,11
Male,55,1,Healthcare Representative,Research & Development,8,0,Non-Travel,25592,3,34,33,9,15,0
Female,21,2,Laboratory Technician,Research & Development,10,1,Frequently,25308,4,2,2,2,2,2
Female,46,2,Manager,Sales,4,0,Rarely,9946,3,26,11,4,0,8
Female,34,3,Sales Executive,Sales,2,0,Rarely,6039,3,4,3,2,0,2
Male,51,3,Manager,Sales,9,0,Frequently,19196,4,31,29,10,11,10
Male,59,4,Manufacturing Director,Research & Development,18,0,Rarely,20002,3,25,9,7,5,4
Female,34,3,Laboratory Technician,Research & Development,19,0,Frequently,22534,3,15,11,8,5,10
Male,28,4,Laboratory Technician,Research & Development,1,0,Frequently,6842,3,5,4,2,0,2
Male,44,2,Manager,Research & Development,4,0,Rarely,17477,3,26,25,9,14,13
Male,34,3,Human Resources,Human Resources,11,0,Frequently,21833,3,14,10,9,1,8
Male,35,1,Research Scientist,Research & Development,6,0,Rarely,6020,3,4,3,2,2,2
Female,42,4,Research Scientist,Research & Development,7,0,Rarely,5628,3,18,1,0,0,0
Female,43,4,Sales Executive,Sales,4,0,Rarely,20364,3,23,21,7,15,17
Female,36,4,Manufacturing Director,Research & Development,2,0,Rarely,2323,3,18,16,14,5,12
Female,44,3,Healthcare Representative,Research & Development,15,1,Rarely,14075,3,10,10,7,0,5
Male,28,3,Laboratory Technician,Research & Development,2,0,Frequently,14222,3,2,2,2,2,2
Female,51,2,Laboratory Technician,Research & Development,6,0,Frequently,4257,3,8,7,0,7,7
Female,30,2,Manufacturing Director,Research & Development,9,0,Non-Travel,12858,3,10,8,4,1,7
Female,29,3,Laboratory Technician,Research & Development,7,1,Rarely,17285,3,10,7,7,7,7
Male,28,3,Research Scientist,Research & Development,1,0,Rarely,4732,3,5,3,2,1,2
Female,25,3,Research Scientist,Research & Development,1,0,Rarely,18830,3,2,2,2,2,1
Male,32,3,Sales Executive,Sales,8,0,Rarely,11693,3,10,10,7,0,8
Female,45,3,Manager,Research & Development,25,0,Frequently,13035,4,22,0,0,0,0
Female,39,4,Manager,Research & Development,13,0,Rarely,17334,3,21,19,9,15,2
Male,58,4,Research Scientist,Research & Development,23,0,Rarely,26076,3,2,2,2,2,2
Male,32,2,Laboratory Technician,Research & Development,7,1,Rarely,22845,3,10,10,4,1,1
